scam_type,sender_state,complaint_status,bank_id,complaint_count,total_loss,avg_loss,min_loss,max_loss,avg_resolution_days,min_resolution_days,max_resolution_days,affected_users,linked_txns,total_loss_lakhs,avg_loss_k
KYC,Andhra Pradesh,ESCALATED,INDUS010,1,3423.6,3423.6,3423.6,3423.6,,,,1,1,0.03,3.42
TECH_SUPPORT,Kerala,OPEN,HDFC002,1,1420.11,1420.11,1420.11,1420.11,,,,1,1,0.01,1.42
JOB,Mizoram,OPEN,HDFC002,1,500.0,500.0,500.0,500.0,,,,1,1,0.01,0.5
LEGITIMATE,Delhi,RESOLVED,ICICI003,1,5015.19,5015.19,5015.19,5015.19,26.0,26.0,26.0,1,1,0.05,5.02
INVESTMENT,Gujarat,OPEN,PNB006,1,7950.54,7950.54,7950.54,7950.54,,,,1,1,0.08,7.95
INVESTMENT,Karnataka,OPEN,AXIS004,1,9791.55,9791.55,9791.55,9791.55,,,,1,1,0.1,9.79
KYC,Telangana,OPEN,ICICI003,8,25367.08,3170.885,1662.43,5000.0,,,,8,8,0.25,3.17
LOTTERY,Haryana,ESCALATED,BOB007,1,9410.92,9410.92,9410.92,9410.92,,,,1,1,0.09,9.41
KYC,Odisha,RESOLVED,PNB006,2,7300.0,3650.0,2300.0,5000.0,52.5,34.0,71.0,1,2,0.07,3.65
JOB,Telangana,OPEN,AXIS004,1,926.54,926.54,926.54,926.54,,,,1,1,0.01,0.93
LOTTERY,Telangana,RESOLVED,SBI001,2,11605.64,5802.82,1038.29,10567.35,66.0,62.0,70.0,2,2,0.12,5.8
KYC,Uttar Pradesh,OPEN,INDUS010,5,11531.35,2306.27,1100.0,4800.0,,,,5,5,0.12,2.31
INVESTMENT,Maharashtra,RESOLVED,UNION009,2,67480.83,33740.415,6680.85,60799.98,48.5,44.0,53.0,2,2,0.67,33.74
KYC,Karnataka,ESCALATED,UNION009,7,11121.48,1588.782857142857,500.0,4900.0,,,,7,7,0.11,1.59
INVESTMENT,Delhi,OPEN,ICICI003,1,17638.7,17638.7,17638.7,17638.7,,,,1,1,0.18,17.64
LOTTERY,Himachal Pradesh,OPEN,BOB007,1,7301.38,7301.38,7301.38,7301.38,,,,1,1,0.07,7.3
LOTTERY,Madhya Pradesh,OPEN,HDFC002,2,19754.7,9877.35,8569.61,11185.09,,,,2,2,0.2,9.88
IMPERSONATION,Madhya Pradesh,OPEN,SBI001,3,38928.21000000001,12976.070000000002,5496.97,19431.24,,,,3,3,0.39,12.98
IMPERSONATION,West Bengal,RESOLVED,PNB006,2,27172.83,13586.415,10837.74,16335.09,12.5,3.0,22.0,2,2,0.27,13.59
KYC,Maharashtra,RESOLVED,AXIS004,6,11874.31,1979.0516666666665,500.0,5000.0,55.833333333333336,30.0,82.0,6,6,0.12,1.98
KYC,Andhra Pradesh,OPEN,HDFC002,4,8898.33,2224.5825,507.33,3200.0,,,,4,4,0.09,2.22
LOTTERY,Punjab,RESOLVED,HDFC002,2,23100.0,11550.0,3500.0,19600.0,60.5,60.0,61.0,2,2,0.23,11.55
KYC,West Bengal,RESOLVED,INDUS010,1,2687.21,2687.21,2687.21,2687.21,54.0,54.0,54.0,1,1,0.03,2.69
TECH_SUPPORT,Tamil Nadu,ESCALATED,KOTAK005,1,2320.39,2320.39,2320.39,2320.39,,,,1,1,0.02,2.32
IMPERSONATION,Karnataka,OPEN,PNB006,2,27986.53,13993.265,2000.0,25986.53,,,,2,2,0.28,13.99
IMPERSONATION,Kerala,ESCALATED,AXIS004,1,2309.09,2309.09,2309.09,2309.09,,,,1,1,0.02,2.31
KYC,Nagaland,ESCALATED,UNION009,1,1596.22,1596.22,1596.22,1596.22,,,,1,1,0.02,1.6
LEGITIMATE,West Bengal,RESOLVED,ICICI003,3,5096.450000000001,1698.8166666666668,91.96,4204.93,60.0,55.0,66.0,3,3,0.05,1.7
TECH_SUPPORT,Gujarat,OPEN,KOTAK005,4,7210.51,1802.6275,1200.0,2362.07,,,,4,4,0.07,1.8
JOB,Madhya Pradesh,OPEN,HDFC002,4,9065.4,2266.35,1013.64,3843.78,,,,4,4,0.09,2.27
LOTTERY,Tamil Nadu,ESCALATED,INDUS010,3,15985.11,5328.37,2918.13,8412.8,,,,3,3,0.16,5.33
JOB,Madhya Pradesh,RESOLVED,SBI001,2,7148.280000000001,3574.1400000000003,2148.28,5000.0,64.5,58.0,71.0,2,2,0.07,3.57
LOTTERY,Tamil Nadu,RESOLVED,BOB007,4,21621.2,5405.3,2905.64,9700.0,53.25,7.0,79.0,4,4,0.22,5.41
TECH_SUPPORT,Telangana,RESOLVED,BOB007,1,2596.72,2596.72,2596.72,2596.72,30.0,30.0,30.0,1,1,0.03,2.6
IMPERSONATION,Gujarat,OPEN,KOTAK005,2,37200.0,18600.0,3400.0,33800.0,,,,2,2,0.37,18.6
IMPERSONATION,Andhra Pradesh,OPEN,PNB006,1,2000.0,2000.0,2000.0,2000.0,,,,1,1,0.02,2.0
IMPERSONATION,Tamil Nadu,ESCALATED,KOTAK005,3,28307.36,9435.786666666667,2390.56,14382.8,,,,3,3,0.28,9.44
LEGITIMATE,Maharashtra,ESCALATED,CANARA008,3,31428.76,10476.253333333332,56.31,29511.23,,,,3,3,0.31,10.48
LOTTERY,Manipur,OPEN,ICICI003,1,18100.0,18100.0,18100.0,18100.0,,,,1,1,0.18,18.1
LEGITIMATE,Maharashtra,RESOLVED,HDFC002,4,12096.16,3024.04,1017.23,4822.64,28.5,3.0,71.0,4,4,0.12,3.02
LEGITIMATE,Gujarat,ESCALATED,PNB006,1,25.92,25.92,25.92,25.92,,,,1,1,0.0,0.03
TECH_SUPPORT,Tamil Nadu,OPEN,PNB006,3,5100.2,1700.0666666666666,900.0,2912.22,,,,3,3,0.05,1.7
KYC,Rajasthan,ESCALATED,ICICI003,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
LEGITIMATE,Delhi,OPEN,BOB007,6,9558.130000000001,1593.0216666666668,66.17,5225.1,,,,6,6,0.1,1.59
LOTTERY,Tamil Nadu,OPEN,AXIS004,3,25369.43,8456.476666666667,1934.15,20335.28,,,,3,3,0.25,8.46
IMPERSONATION,Tamil Nadu,ESCALATED,AXIS004,1,10800.0,10800.0,10800.0,10800.0,,,,1,1,0.11,10.8
KYC,Haryana,OPEN,KOTAK005,1,900.0,900.0,900.0,900.0,,,,1,1,0.01,0.9
KYC,Chhattisgarh,OPEN,UNION009,1,500.0,500.0,500.0,500.0,,,,1,1,0.01,0.5
IMPERSONATION,Karnataka,OPEN,ICICI003,3,21630.9,7210.3,4788.55,8930.6,,,,3,3,0.22,7.21
IMPERSONATION,Delhi,OPEN,HDFC002,1,16375.23,16375.23,16375.23,16375.23,,,,1,1,0.16,16.38
KYC,Tamil Nadu,ESCALATED,KOTAK005,3,5400.0,1800.0,700.0,3900.0,,,,3,3,0.05,1.8
LOTTERY,Karnataka,RESOLVED,AXIS004,4,16821.13,4205.2825,1000.0,7586.6,34.5,10.0,69.0,4,4,0.17,4.21
LOTTERY,Haryana,OPEN,ICICI003,3,9270.71,3090.236666666666,2847.43,3569.21,,,,3,3,0.09,3.09
TECH_SUPPORT,Karnataka,OPEN,INDUS010,4,8794.58,2198.645,775.14,3500.0,,,,4,4,0.09,2.2
KYC,Karnataka,RESOLVED,ICICI003,9,17315.949999999997,1923.994444444444,500.0,5000.0,51.333333333333336,10.0,88.0,9,9,0.17,1.92
KYC,Punjab,OPEN,PNB006,4,5069.52,1267.38,817.68,1900.32,,,,4,4,0.05,1.27
TECH_SUPPORT,Bihar,ESCALATED,UNION009,1,7018.68,7018.68,7018.68,7018.68,,,,1,1,0.07,7.02
INVESTMENT,Delhi,OPEN,UNION009,2,12389.64,6194.82,6189.64,6200.0,,,,2,2,0.12,6.19
TECH_SUPPORT,Tamil Nadu,RESOLVED,INDUS010,5,13263.04,2652.608,956.4,5766.6,53.2,42.0,66.0,5,5,0.13,2.65
TECH_SUPPORT,Telangana,OPEN,SBI001,4,11035.869999999999,2758.9674999999997,1313.38,5600.0,,,,4,4,0.11,2.76
KYC,Andhra Pradesh,OPEN,BOB007,2,4766.82,2383.41,1353.81,3413.01,,,,2,2,0.05,2.38
JOB,Uttar Pradesh,ESCALATED,ICICI003,2,4061.2,2030.6,1839.47,2221.73,,,,2,2,0.04,2.03
IMPERSONATION,Uttar Pradesh,RESOLVED,PNB006,2,7600.0,3800.0,2000.0,5600.0,55.0,42.0,68.0,2,2,0.08,3.8
LEGITIMATE,West Bengal,RESOLVED,HDFC002,1,8714.28,8714.28,8714.28,8714.28,80.0,80.0,80.0,1,1,0.09,8.71
LOTTERY,Andhra Pradesh,RESOLVED,AXIS004,1,18173.06,18173.06,18173.06,18173.06,68.0,68.0,68.0,1,1,0.18,18.17
LEGITIMATE,Gujarat,RESOLVED,BOB007,2,1241.0600000000002,620.5300000000001,35.63,1205.43,73.0,67.0,79.0,2,2,0.01,0.62
JOB,Tripura,OPEN,CANARA008,1,2522.6,2522.6,2522.6,2522.6,,,,1,1,0.03,2.52
IMPERSONATION,Telangana,ESCALATED,CANARA008,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
LEGITIMATE,Jharkhand,OPEN,INDUS010,1,736.45,736.45,736.45,736.45,,,,1,1,0.01,0.74
KYC,Kerala,RESOLVED,BOB007,2,3664.07,1832.035,964.07,2700.0,51.5,32.0,71.0,2,2,0.04,1.83
KYC,West Bengal,OPEN,AXIS004,5,11408.869999999999,2281.774,500.0,5000.0,,,,5,5,0.11,2.28
KYC,West Bengal,RESOLVED,BOB007,4,17705.56,4426.39,3805.56,5000.0,53.5,24.0,87.0,4,4,0.18,4.43
LOTTERY,Mizoram,OPEN,SBI001,1,3100.0,3100.0,3100.0,3100.0,,,,1,1,0.03,3.1
JOB,Chhattisgarh,OPEN,AXIS004,1,2200.0,2200.0,2200.0,2200.0,,,,1,1,0.02,2.2
KYC,Tamil Nadu,RESOLVED,BOB007,3,5367.13,1789.0433333333333,900.0,3267.13,34.666666666666664,6.0,54.0,3,3,0.05,1.79
KYC,Gujarat,OPEN,AXIS004,4,13386.96,3346.74,800.0,5000.0,,,,4,4,0.13,3.35
LEGITIMATE,Uttar Pradesh,OPEN,KOTAK005,1,4680.76,4680.76,4680.76,4680.76,,,,1,1,0.05,4.68
LEGITIMATE,West Bengal,OPEN,SBI001,1,648.48,648.48,648.48,648.48,,,,1,1,0.01,0.65
IMPERSONATION,Andhra Pradesh,RESOLVED,SBI001,1,13413.94,13413.94,13413.94,13413.94,42.0,42.0,42.0,1,1,0.13,13.41
LOTTERY,Maharashtra,ESCALATED,INDUS010,3,40307.84,13435.946666666665,1707.84,25000.0,,,,3,3,0.4,13.44
LOTTERY,Uttarakhand,OPEN,HDFC002,1,6476.71,6476.71,6476.71,6476.71,,,,1,1,0.06,6.48
KYC,Goa,OPEN,BOB007,1,2500.0,2500.0,2500.0,2500.0,,,,1,1,0.03,2.5
LEGITIMATE,Maharashtra,ESCALATED,PNB006,2,2350.1800000000003,1175.0900000000001,1116.14,1234.04,,,,2,2,0.02,1.18
JOB,Maharashtra,RESOLVED,AXIS004,2,10300.0,5150.0,2300.0,8000.0,53.0,44.0,62.0,2,2,0.1,5.15
TECH_SUPPORT,Rajasthan,ESCALATED,PNB006,2,2878.2200000000003,1439.1100000000001,928.33,1949.89,,,,2,2,0.03,1.44
KYC,Gujarat,OPEN,SBI001,4,7895.27,1973.8175,1123.01,3600.0,,,,4,4,0.08,1.97
KYC,Rajasthan,OPEN,HDFC002,1,2963.93,2963.93,2963.93,2963.93,,,,1,1,0.03,2.96
LOTTERY,Assam,RESOLVED,UNION009,2,31647.85,15823.925,12547.85,19100.0,35.0,28.0,42.0,2,2,0.32,15.82
IMPERSONATION,Tamil Nadu,RESOLVED,KOTAK005,1,5400.0,5400.0,5400.0,5400.0,50.0,50.0,50.0,1,1,0.05,5.4
JOB,Gujarat,OPEN,UNION009,1,1700.0,1700.0,1700.0,1700.0,,,,1,1,0.02,1.7
LEGITIMATE,Maharashtra,ESCALATED,KOTAK005,1,228.13,228.13,228.13,228.13,,,,1,1,0.0,0.23
KYC,Uttar Pradesh,RESOLVED,BOB007,3,6000.0,2000.0,500.0,5000.0,27.666666666666668,9.0,60.0,3,3,0.06,2.0
INVESTMENT,Andhra Pradesh,ESCALATED,PNB006,2,78213.13,39106.565,23371.68,54841.45,,,,2,2,0.78,39.11
EMERGENCY,Uttar Pradesh,OPEN,ICICI003,1,12504.77,12504.77,12504.77,12504.77,,,,1,1,0.13,12.5
TECH_SUPPORT,Jharkhand,ESCALATED,KOTAK005,1,706.51,706.51,706.51,706.51,,,,1,1,0.01,0.71
INVESTMENT,Telangana,ESCALATED,CANARA008,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
TECH_SUPPORT,Rajasthan,OPEN,UNION009,1,1307.66,1307.66,1307.66,1307.66,,,,1,1,0.01,1.31
LOTTERY,Gujarat,OPEN,INDUS010,2,6744.1900000000005,3372.0950000000003,2844.19,3900.0,,,,2,2,0.07,3.37
LOTTERY,Andhra Pradesh,OPEN,INDUS010,1,3446.06,3446.06,3446.06,3446.06,,,,1,1,0.03,3.45
KYC,Chhattisgarh,OPEN,CANARA008,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
TECH_SUPPORT,West Bengal,ESCALATED,UNION009,2,7633.21,3816.605,3263.79,4369.42,,,,2,2,0.08,3.82
LEGITIMATE,Karnataka,ESCALATED,BOB007,1,13671.09,13671.09,13671.09,13671.09,,,,1,1,0.14,13.67
IMPERSONATION,Madhya Pradesh,RESOLVED,BOB007,1,4748.43,4748.43,4748.43,4748.43,45.0,45.0,45.0,1,1,0.05,4.75
JOB,Gujarat,ESCALATED,INDUS010,1,3172.07,3172.07,3172.07,3172.07,,,,1,1,0.03,3.17
INVESTMENT,Delhi,OPEN,INDUS010,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
KYC,Odisha,ESCALATED,BOB007,1,2780.87,2780.87,2780.87,2780.87,,,,1,1,0.03,2.78
LEGITIMATE,Maharashtra,RESOLVED,UNION009,2,1042.06,521.03,242.2,799.86,34.5,28.0,41.0,2,2,0.01,0.52
KYC,Madhya Pradesh,ESCALATED,ICICI003,2,3760.74,1880.37,1200.0,2560.74,,,,2,2,0.04,1.88
LOTTERY,Andhra Pradesh,ESCALATED,PNB006,1,6622.0,6622.0,6622.0,6622.0,,,,1,1,0.07,6.62
KYC,Haryana,OPEN,UNION009,3,7979.6900000000005,2659.896666666667,1000.0,5000.0,,,,3,3,0.08,2.66
EMERGENCY,Karnataka,ESCALATED,INDUS010,1,4200.0,4200.0,4200.0,4200.0,,,,1,1,0.04,4.2
LEGITIMATE,Haryana,ESCALATED,BOB007,1,106.55,106.55,106.55,106.55,,,,1,1,0.0,0.11
TECH_SUPPORT,Uttarakhand,OPEN,UNION009,1,964.78,964.78,964.78,964.78,,,,1,1,0.01,0.96
LEGITIMATE,West Bengal,ESCALATED,BOB007,2,10685.83,5342.915,103.32,10582.51,,,,2,2,0.11,5.34
LOTTERY,Gujarat,RESOLVED,UNION009,2,6727.73,3363.865,2568.19,4159.54,80.0,76.0,84.0,2,2,0.07,3.36
KYC,Chhattisgarh,OPEN,SBI001,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
IMPERSONATION,Uttar Pradesh,RESOLVED,KOTAK005,1,10700.0,10700.0,10700.0,10700.0,23.0,23.0,23.0,1,1,0.11,10.7
KYC,Jharkhand,OPEN,BOB007,2,3104.12,1552.06,1551.17,1552.95,,,,2,2,0.03,1.55
LEGITIMATE,Goa,OPEN,SBI001,1,25711.75,25711.75,25711.75,25711.75,,,,1,1,0.26,25.71
TECH_SUPPORT,Uttar Pradesh,OPEN,SBI001,1,6700.0,6700.0,6700.0,6700.0,,,,1,1,0.07,6.7
JOB,Delhi,ESCALATED,SBI001,3,7799.8,2599.9333333333334,1800.0,3178.76,,,,3,3,0.08,2.6
JOB,Gujarat,ESCALATED,CANARA008,1,7057.78,7057.78,7057.78,7057.78,,,,1,1,0.07,7.06
LEGITIMATE,Tamil Nadu,ESCALATED,CANARA008,1,5929.23,5929.23,5929.23,5929.23,,,,1,1,0.06,5.93
INVESTMENT,Gujarat,OPEN,CANARA008,1,71169.93,71169.93,71169.93,71169.93,,,,1,1,0.71,71.17
JOB,Gujarat,OPEN,ICICI003,2,7599.37,3799.685,2633.83,4965.54,,,,2,2,0.08,3.8
IMPERSONATION,Karnataka,RESOLVED,HDFC002,2,29926.21,14963.105,2000.0,27926.21,25.5,16.0,35.0,2,2,0.3,14.96
KYC,Uttar Pradesh,ESCALATED,SBI001,2,3300.0,1650.0,1000.0,2300.0,,,,2,2,0.03,1.65
LEGITIMATE,Andhra Pradesh,OPEN,CANARA008,1,1598.64,1598.64,1598.64,1598.64,,,,1,1,0.02,1.6
LEGITIMATE,Karnataka,ESCALATED,HDFC002,4,15838.05,3959.5125,992.78,10393.0,,,,4,4,0.16,3.96
JOB,Madhya Pradesh,ESCALATED,AXIS004,1,1853.74,1853.74,1853.74,1853.74,,,,1,1,0.02,1.85
TECH_SUPPORT,Haryana,OPEN,UNION009,1,1500.0,1500.0,1500.0,1500.0,,,,1,1,0.02,1.5
EMERGENCY,Tamil Nadu,ESCALATED,AXIS004,1,8150.14,8150.14,8150.14,8150.14,,,,1,1,0.08,8.15
LOTTERY,Himachal Pradesh,RESOLVED,UNION009,1,11100.0,11100.0,11100.0,11100.0,78.0,78.0,78.0,1,1,0.11,11.1
JOB,Odisha,OPEN,SBI001,2,2710.99,1355.495,832.47,1878.52,,,,2,2,0.03,1.36
EMERGENCY,Maharashtra,OPEN,CANARA008,2,18300.0,9150.0,2000.0,16300.0,,,,2,2,0.18,9.15
EMERGENCY,Telangana,ESCALATED,AXIS004,1,8035.06,8035.06,8035.06,8035.06,,,,1,1,0.08,8.04
IMPERSONATION,Madhya Pradesh,OPEN,BOB007,1,11350.4,11350.4,11350.4,11350.4,,,,1,1,0.11,11.35
JOB,Mizoram,RESOLVED,HDFC002,1,5003.34,5003.34,5003.34,5003.34,20.0,20.0,20.0,1,1,0.05,5.0
LOTTERY,Andhra Pradesh,OPEN,AXIS004,3,44296.9,14765.633333333333,9551.18,24700.0,,,,3,3,0.44,14.77
LEGITIMATE,Punjab,RESOLVED,PNB006,2,2636.48,1318.24,467.4,2169.08,54.0,41.0,67.0,2,2,0.03,1.32
LOTTERY,Jharkhand,OPEN,HDFC002,1,4100.0,4100.0,4100.0,4100.0,,,,1,1,0.04,4.1
JOB,Maharashtra,OPEN,PNB006,3,11654.76,3884.92,2783.85,4800.0,,,,3,3,0.12,3.88
TECH_SUPPORT,Odisha,OPEN,HDFC002,1,2000.0,2000.0,2000.0,2000.0,,,,1,1,0.02,2.0
TECH_SUPPORT,Andhra Pradesh,OPEN,KOTAK005,1,4300.0,4300.0,4300.0,4300.0,,,,1,1,0.04,4.3
LOTTERY,Meghalaya,OPEN,AXIS004,1,4100.0,4100.0,4100.0,4100.0,,,,1,1,0.04,4.1
JOB,Rajasthan,OPEN,INDUS010,1,1631.03,1631.03,1631.03,1631.03,,,,1,1,0.02,1.63
LOTTERY,Delhi,RESOLVED,BOB007,1,2561.81,2561.81,2561.81,2561.81,55.0,55.0,55.0,1,1,0.03,2.56
LEGITIMATE,Punjab,ESCALATED,AXIS004,2,2549.6099999999997,1274.8049999999998,1145.29,1404.32,,,,2,2,0.03,1.27
LOTTERY,Uttar Pradesh,ESCALATED,INDUS010,1,4500.0,4500.0,4500.0,4500.0,,,,1,1,0.05,4.5
EMERGENCY,Jharkhand,OPEN,AXIS004,1,50000.0,50000.0,50000.0,50000.0,,,,1,1,0.5,50.0
JOB,Uttar Pradesh,ESCALATED,UNION009,1,2312.25,2312.25,2312.25,2312.25,,,,1,1,0.02,2.31
LEGITIMATE,Bihar,OPEN,BOB007,1,10450.09,10450.09,10450.09,10450.09,,,,1,1,0.1,10.45
IMPERSONATION,Jharkhand,ESCALATED,CANARA008,1,2000.0,2000.0,2000.0,2000.0,,,,1,1,0.02,2.0
TECH_SUPPORT,Uttarakhand,ESCALATED,KOTAK005,1,2600.0,2600.0,2600.0,2600.0,,,,1,1,0.03,2.6
INVESTMENT,Madhya Pradesh,OPEN,KOTAK005,1,5200.0,5200.0,5200.0,5200.0,,,,1,1,0.05,5.2
EMERGENCY,Tamil Nadu,OPEN,KOTAK005,1,21500.0,21500.0,21500.0,21500.0,,,,1,1,0.22,21.5
LOTTERY,Rajasthan,ESCALATED,ICICI003,1,10689.07,10689.07,10689.07,10689.07,,,,1,1,0.11,10.69
TECH_SUPPORT,Telangana,ESCALATED,PNB006,1,1900.0,1900.0,1900.0,1900.0,,,,1,1,0.02,1.9
LOTTERY,Delhi,RESOLVED,INDUS010,2,18041.36,9020.68,3541.36,14500.0,26.5,14.0,39.0,2,2,0.18,9.02
KYC,Odisha,RESOLVED,ICICI003,1,1140.32,1140.32,1140.32,1140.32,48.0,48.0,48.0,1,1,0.01,1.14
INVESTMENT,Madhya Pradesh,OPEN,HDFC002,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
JOB,Haryana,ESCALATED,INDUS010,1,3676.96,3676.96,3676.96,3676.96,,,,1,1,0.04,3.68
IMPERSONATION,Rajasthan,ESCALATED,INDUS010,1,3198.62,3198.62,3198.62,3198.62,,,,1,1,0.03,3.2
IMPERSONATION,Haryana,RESOLVED,KOTAK005,1,23114.11,23114.11,23114.11,23114.11,65.0,65.0,65.0,1,1,0.23,23.11
IMPERSONATION,Andhra Pradesh,ESCALATED,AXIS004,1,5300.0,5300.0,5300.0,5300.0,,,,1,1,0.05,5.3
KYC,Punjab,RESOLVED,BOB007,4,7231.89,1807.9725,789.53,3447.88,50.75,20.0,88.0,4,4,0.07,1.81
KYC,Maharashtra,RESOLVED,SBI001,2,6898.72,3449.36,2581.37,4317.35,13.0,5.0,21.0,2,2,0.07,3.45
JOB,Telangana,ESCALATED,KOTAK005,2,11548.380000000001,5774.1900000000005,3548.38,8000.0,,,,2,2,0.12,5.77
IMPERSONATION,Assam,OPEN,HDFC002,1,5450.6,5450.6,5450.6,5450.6,,,,1,1,0.05,5.45
LEGITIMATE,Punjab,OPEN,INDUS010,1,11904.15,11904.15,11904.15,11904.15,,,,1,1,0.12,11.9
INVESTMENT,Delhi,OPEN,BOB007,1,87353.24,87353.24,87353.24,87353.24,,,,1,1,0.87,87.35
TECH_SUPPORT,Jharkhand,RESOLVED,KOTAK005,1,1400.0,1400.0,1400.0,1400.0,14.0,14.0,14.0,1,1,0.01,1.4
LEGITIMATE,Delhi,RESOLVED,AXIS004,1,3609.9,3609.9,3609.9,3609.9,21.0,21.0,21.0,1,1,0.04,3.61
LEGITIMATE,Maharashtra,OPEN,SBI001,11,19272.15,1752.0136363636366,50.1,9101.75,,,,11,11,0.19,1.75
JOB,Gujarat,OPEN,BOB007,5,13767.650000000001,2753.53,733.2,5700.0,,,,5,5,0.14,2.75
IMPERSONATION,Maharashtra,OPEN,PNB006,10,74810.48,7481.048,2020.54,30953.2,,,,10,10,0.75,7.48
LEGITIMATE,Tamil Nadu,ESCALATED,BOB007,1,266.59,266.59,266.59,266.59,,,,1,1,0.0,0.27
LOTTERY,Uttar Pradesh,ESCALATED,SBI001,2,9686.869999999999,4843.4349999999995,4461.39,5225.48,,,,2,2,0.1,4.84
TECH_SUPPORT,Tamil Nadu,OPEN,CANARA008,3,14131.35,4710.45,2058.02,10000.0,,,,3,3,0.14,4.71
LOTTERY,Delhi,OPEN,HDFC002,3,17786.59,5928.863333333334,3415.47,10494.76,,,,3,3,0.18,5.93
LOTTERY,Tamil Nadu,OPEN,CANARA008,4,11728.74,2932.185,1000.0,4800.0,,,,4,4,0.12,2.93
JOB,Telangana,RESOLVED,INDUS010,2,3561.45,1780.725,1617.84,1943.61,19.0,18.0,20.0,2,2,0.04,1.78
INVESTMENT,Gujarat,OPEN,INDUS010,2,87289.91,43644.955,35152.16,52137.75,,,,2,2,0.87,43.64
KYC,Odisha,OPEN,KOTAK005,2,3485.67,1742.835,1600.0,1885.67,,,,2,2,0.03,1.74
KYC,Telangana,OPEN,SBI001,5,6594.17,1318.834,600.0,2400.0,,,,5,5,0.07,1.32
LEGITIMATE,Haryana,OPEN,UNION009,1,13094.49,13094.49,13094.49,13094.49,,,,1,1,0.13,13.09
IMPERSONATION,Uttarakhand,OPEN,SBI001,1,2000.0,2000.0,2000.0,2000.0,,,,1,1,0.02,2.0
LOTTERY,West Bengal,RESOLVED,INDUS010,1,2700.0,2700.0,2700.0,2700.0,45.0,45.0,45.0,1,1,0.03,2.7
KYC,Gujarat,OPEN,ICICI003,9,15922.88,1769.2088888888889,600.0,3500.0,,,,9,9,0.16,1.77
LEGITIMATE,Madhya Pradesh,RESOLVED,ICICI003,2,10966.89,5483.445,77.58,10889.31,80.0,78.0,82.0,2,2,0.11,5.48
LEGITIMATE,Tamil Nadu,OPEN,SBI001,3,6203.92,2067.9733333333334,541.12,4676.96,,,,3,3,0.06,2.07
LOTTERY,Tripura,OPEN,BOB007,1,12400.0,12400.0,12400.0,12400.0,,,,1,1,0.12,12.4
KYC,Gujarat,OPEN,INDUS010,5,15437.99,3087.598,1076.56,5000.0,,,,5,5,0.15,3.09
IMPERSONATION,Rajasthan,OPEN,ICICI003,1,13038.16,13038.16,13038.16,13038.16,,,,1,1,0.13,13.04
KYC,Haryana,RESOLVED,UNION009,3,3549.8500000000004,1183.2833333333335,997.02,1431.92,33.666666666666664,3.0,62.0,3,3,0.04,1.18
LEGITIMATE,Manipur,OPEN,BOB007,1,962.16,962.16,962.16,962.16,,,,1,1,0.01,0.96
IMPERSONATION,Arunachal Pradesh,RESOLVED,SBI001,1,5443.34,5443.34,5443.34,5443.34,21.0,21.0,21.0,1,1,0.05,5.44
KYC,Assam,OPEN,UNION009,2,5198.34,2599.17,1900.0,3298.34,,,,2,2,0.05,2.6
INVESTMENT,Odisha,OPEN,BOB007,1,25400.0,25400.0,25400.0,25400.0,,,,1,1,0.25,25.4
TECH_SUPPORT,Maharashtra,RESOLVED,SBI001,1,1200.0,1200.0,1200.0,1200.0,23.0,23.0,23.0,1,1,0.01,1.2
JOB,Odisha,RESOLVED,PNB006,1,2106.66,2106.66,2106.66,2106.66,52.0,52.0,52.0,1,1,0.02,2.11
KYC,Rajasthan,RESOLVED,PNB006,3,4847.17,1615.7233333333334,1100.0,2000.0,57.666666666666664,40.0,80.0,3,3,0.05,1.62
JOB,Kerala,OPEN,SBI001,1,907.74,907.74,907.74,907.74,,,,1,1,0.01,0.91
LOTTERY,West Bengal,RESOLVED,BOB007,2,6989.52,3494.76,3000.0,3989.52,80.5,75.0,86.0,2,2,0.07,3.49
TECH_SUPPORT,Andhra Pradesh,OPEN,HDFC002,3,7272.23,2424.0766666666664,1072.23,5100.0,,,,3,3,0.07,2.42
TECH_SUPPORT,Karnataka,OPEN,CANARA008,4,18592.58,4648.145,1611.81,7500.0,,,,4,4,0.19,4.65
LOTTERY,Gujarat,OPEN,ICICI003,6,41255.020000000004,6875.836666666667,2400.0,23056.24,,,,6,6,0.41,6.88
KYC,Bihar,OPEN,ICICI003,2,1566.0700000000002,783.0350000000001,700.0,866.07,,,,2,2,0.02,0.78
JOB,Delhi,RESOLVED,ICICI003,2,10887.36,5443.68,2887.36,8000.0,47.0,14.0,80.0,2,2,0.11,5.44
LOTTERY,Jharkhand,RESOLVED,SBI001,1,1000.0,1000.0,1000.0,1000.0,38.0,38.0,38.0,1,1,0.01,1.0
KYC,West Bengal,RESOLVED,KOTAK005,1,500.0,500.0,500.0,500.0,54.0,54.0,54.0,1,1,0.01,0.5
