txn_hour,txn_dow,sender_state,total_txns,fraud_txns,total_amount,avg_amount,vpn_count,new_device_count,fraud_rate_pct,day_name
9,3,Mizoram,2,0,415.95,207.975,0,0,0.0,Tuesday
14,4,Manipur,7,0,13098.94,1871.277142857143,0,0,0.0,Wednesday
21,7,Manipur,9,3,91958.97,10217.663333333334,1,3,33.33,Saturday
15,3,Tripura,2,0,9633.14,4816.57,0,0,0.0,Tuesday
21,2,Manipur,16,2,55196.159999999996,3449.7599999999998,0,2,12.5,Monday
6,4,Nagaland,5,0,46521.4,9304.28,1,1,0.0,Wednesday
12,1,Himachal Pradesh,9,1,35683.520000000004,3964.835555555556,0,0,11.11,Sunday
7,2,Nagaland,3,0,25936.08,8645.36,0,0,0.0,Monday
16,2,Chhattisgarh,6,0,33540.369999999995,5590.061666666666,0,1,0.0,Monday
16,4,Tripura,3,0,6977.79,2325.93,0,0,0.0,Wednesday
22,3,Assam,3,3,11156.41,3718.8033333333333,1,3,100.0,Tuesday
12,3,Manipur,4,0,6675.84,1668.96,0,1,0.0,Tuesday
10,5,Nagaland,2,0,45002.63,22501.315,0,0,0.0,Thursday
13,6,Meghalaya,5,0,15947.5,3189.5,0,0,0.0,Friday
7,6,Assam,3,0,995.98,331.99333333333334,0,0,0.0,Friday
11,6,Goa,1,0,3774.13,3774.13,0,0,0.0,Friday
7,6,Meghalaya,2,0,9337.720000000001,4668.860000000001,0,0,0.0,Friday
9,6,Meghalaya,6,1,8317.300000000001,1386.216666666667,0,2,16.67,Friday
11,1,Goa,5,0,12510.11,2502.022,0,2,0.0,Sunday
8,5,Goa,3,0,9732.11,3244.036666666667,0,0,0.0,Thursday
7,5,Chhattisgarh,4,0,9710.84,2427.71,0,1,0.0,Thursday
11,5,Arunachal Pradesh,2,0,4218.15,2109.075,0,0,0.0,Thursday
7,7,Manipur,1,0,4972.3,4972.3,0,0,0.0,Saturday
19,5,Maharashtra,385,9,1379592.2599999993,3583.356519480518,3,40,2.34,Thursday
9,5,Maharashtra,138,6,639743.8699999999,4635.825144927536,6,18,4.35,Thursday
12,2,Tamil Nadu,88,3,225317.95000000007,2560.431250000001,3,10,3.41,Monday
21,7,Tamil Nadu,273,31,896703.7299999999,3284.629047619047,15,41,11.36,Saturday
21,4,Delhi,174,21,590312.6900000001,3392.601666666667,8,30,12.07,Wednesday
11,5,Delhi,64,4,371382.2299999999,5802.847343749999,1,11,6.25,Thursday
13,3,Haryana,32,1,73653.74,2301.679375,3,6,3.13,Tuesday
15,4,Haryana,27,2,96625.27,3578.7137037037037,1,2,7.41,Wednesday
21,5,Telangana,247,34,1015368.5700000006,4110.803927125508,8,32,13.77,Thursday
14,5,Karnataka,98,1,258232.83,2635.0288775510203,5,6,1.02,Thursday
13,7,Karnataka,88,3,221697.21999999988,2519.2865909090897,3,7,3.41,Saturday
9,4,Jharkhand,15,1,33276.549999999996,2218.4366666666665,0,0,6.67,Wednesday
21,1,Tamil Nadu,240,31,859170.1800000007,3579.8757500000033,6,41,12.92,Sunday
7,1,Tamil Nadu,57,5,363092.85,6370.049999999999,3,9,8.77,Sunday
20,2,Uttar Pradesh,208,31,843794.6399999998,4056.704999999999,13,39,14.9,Monday
12,6,Jharkhand,19,2,111968.70999999999,5893.089999999999,0,2,10.53,Friday
18,1,Nagaland,9,0,41913.07,4657.007777777778,0,1,0.0,Sunday
15,2,West Bengal,63,2,315319.70000000007,5005.074603174604,0,10,3.17,Monday
16,4,West Bengal,54,2,85634.51000000001,1585.8242592592594,3,8,3.7,Wednesday
6,6,Tamil Nadu,56,2,201738.76000000004,3602.477857142858,1,8,3.57,Friday
18,3,Uttar Pradesh,190,7,714169.2200000003,3758.7853684210545,4,28,3.68,Tuesday
9,1,Uttar Pradesh,66,0,152145.94000000003,2305.2415151515156,2,7,0.0,Sunday
19,3,Karnataka,231,10,744584.3499999997,3223.3088744588736,6,26,4.33,Tuesday
19,1,Rajasthan,110,5,371127.09000000014,3373.8826363636376,2,14,4.55,Sunday
22,1,Rajasthan,12,12,121707.75000000001,10142.312500000002,5,6,100.0,Sunday
18,5,Rajasthan,115,2,366867.70000000007,3190.153913043479,2,14,1.74,Thursday
20,7,Delhi,189,24,785158.5799999998,4154.2782010582005,6,31,12.7,Saturday
11,6,Tamil Nadu,86,5,262235.17,3049.2461627906973,2,8,5.81,Friday
9,7,Tamil Nadu,89,1,317930.18000000005,3572.249213483147,1,8,1.12,Saturday
16,1,Punjab,25,0,103639.40999999999,4145.5764,0,2,0.0,Sunday
16,5,Uttarakhand,14,0,70854.99,5061.0707142857145,0,1,0.0,Thursday
20,6,Madhya Pradesh,112,16,364523.20999999996,3254.6715178571426,5,19,14.29,Friday
14,4,Karnataka,94,2,332956.7,3542.0925531914895,1,9,2.13,Wednesday
22,6,Karnataka,37,37,320643.9799999999,8666.05351351351,7,17,100.0,Friday
20,2,Haryana,83,16,217375.71000000002,2618.9844578313255,6,16,19.28,Monday
10,2,Haryana,36,2,126784.22999999998,3521.7841666666664,2,6,5.56,Monday
8,7,Gujarat,33,2,82156.91000000002,2489.603333333334,1,4,6.06,Saturday
20,5,Gujarat,220,23,780010.2500000003,3545.501136363638,6,27,10.45,Thursday
15,5,Maharashtra,135,4,437376.4899999998,3239.8258518518505,5,14,2.96,Thursday
21,2,Maharashtra,421,51,1465880.8899999994,3481.9023515439417,22,58,12.11,Monday
20,1,Uttar Pradesh,165,24,535168.0700000004,3243.442848484851,5,29,14.55,Sunday
20,2,Rajasthan,132,13,488786.32999999996,3702.926742424242,3,20,9.85,Monday
12,6,Tamil Nadu,77,0,209397.09000000008,2719.4427272727285,0,9,0.0,Friday
13,1,Tamil Nadu,73,3,275364.67000000016,3772.1187671232897,0,10,4.11,Sunday
21,4,West Bengal,168,25,573472.35,3413.525892857143,10,28,14.88,Wednesday
19,4,West Bengal,115,3,327150.28000000014,2844.785043478262,2,4,2.61,Wednesday
6,7,Nagaland,4,0,3955.3199999999997,988.8299999999999,0,1,0.0,Saturday
9,4,Delhi,53,1,152634.28000000003,2879.8920754716987,3,4,1.89,Wednesday
13,6,Delhi,48,2,197362.13,4111.7110416666665,2,3,4.17,Friday
8,7,Punjab,18,1,44270.49,2459.4716666666664,0,1,5.56,Saturday
11,5,Karnataka,94,3,335992.14999999997,3574.384574468085,2,10,3.19,Thursday
18,5,Odisha,51,2,210849.54,4134.304705882353,0,6,3.92,Thursday
9,7,West Bengal,37,1,130821.77999999998,3535.7237837837833,0,6,2.7,Saturday
11,5,West Bengal,56,3,258924.91000000003,4623.6591071428575,0,11,5.36,Thursday
8,2,Gujarat,48,2,220437.43,4592.446458333333,2,2,4.17,Monday
18,4,Himachal Pradesh,22,1,93525.08,4251.14,1,2,4.55,Wednesday
20,3,Kerala,78,8,212265.77,2721.3560256410256,5,16,10.26,Tuesday
10,7,Kerala,23,1,100002.46999999999,4347.933478260869,3,3,4.35,Saturday
16,4,Kerala,22,1,164463.36000000002,7475.607272727273,0,3,4.55,Wednesday
20,5,Delhi,181,24,750057.2199999996,4143.962541436462,10,36,13.26,Thursday
12,1,Madhya Pradesh,28,0,86270.51999999997,3081.0899999999992,0,2,0.0,Sunday
14,1,Tamil Nadu,73,2,295947.93999999994,4054.081369863013,1,9,2.74,Sunday
15,4,West Bengal,61,4,255844.8,4194.177049180327,2,11,6.56,Wednesday
21,4,Assam,22,5,88697.29999999999,4031.695454545454,1,7,22.73,Wednesday
16,7,Tamil Nadu,76,1,208729.38,2746.439210526316,2,11,1.32,Saturday
6,2,Odisha,17,2,65916.03,3877.4135294117646,1,3,11.76,Monday
17,4,Kerala,31,1,84888.87000000001,2738.3506451612907,1,3,3.23,Wednesday
11,4,Chhattisgarh,6,1,22634.319999999996,3772.386666666666,0,0,16.67,Wednesday
18,7,Nagaland,8,0,42231.01000000001,5278.876250000001,0,0,0.0,Saturday
18,2,Andhra Pradesh,92,2,285491.70000000007,3103.170652173914,3,11,2.17,Monday
22,3,Tamil Nadu,30,30,157714.87999999998,5257.162666666666,6,9,100.0,Tuesday
13,5,Tamil Nadu,85,3,401505.28000000014,4723.591529411767,1,7,3.53,Thursday
11,4,Rajasthan,34,0,102938.09000000001,3027.5908823529417,3,8,0.0,Wednesday
20,5,Meghalaya,11,1,34946.13999999999,3176.9218181818173,0,3,9.09,Thursday
8,4,Himachal Pradesh,16,0,33227.130000000005,2076.6956250000003,0,1,0.0,Wednesday
12,3,Madhya Pradesh,39,1,98330.48000000004,2521.29435897436,2,1,2.56,Tuesday
19,5,Meghalaya,7,0,10630.64,1518.662857142857,0,1,0.0,Thursday
9,4,West Bengal,51,0,154556.18,3030.5133333333333,1,6,0.0,Wednesday
14,7,Uttarakhand,7,0,21470.48,3067.2114285714283,0,2,0.0,Saturday
8,4,Uttar Pradesh,44,4,100504.92,2284.2027272727273,2,7,9.09,Wednesday
8,6,Kerala,14,1,44328.64,3166.3314285714287,2,1,7.14,Friday
13,5,Karnataka,83,2,203349.86000000007,2449.998313253013,1,10,2.41,Thursday
13,7,Odisha,20,0,67317.08999999998,3365.854499999999,0,1,0.0,Saturday
15,2,Goa,8,1,24608.22,3076.0275,0,2,12.5,Monday
10,7,Madhya Pradesh,41,2,138307.71000000005,3373.358780487806,1,1,4.88,Saturday
11,5,Gujarat,80,1,304010.52,3800.1315000000004,4,7,1.25,Thursday
7,5,Bihar,12,0,28956.12,2413.0099999999998,0,0,0.0,Thursday
13,3,Rajasthan,49,1,216631.54000000007,4421.051836734695,0,2,2.04,Tuesday
20,2,Punjab,72,7,152665.25999999998,2120.350833333333,3,9,9.72,Monday
13,3,Punjab,31,3,75845.53,2446.63,3,4,9.68,Tuesday
10,4,Karnataka,86,1,316587.22,3681.2467441860463,1,10,1.16,Wednesday
11,4,Haryana,26,0,82308.12999999999,3165.6973076923073,1,2,0.0,Wednesday
18,1,Assam,18,0,84496.47,4694.248333333333,0,3,0.0,Sunday
19,4,Chhattisgarh,28,1,92439.15999999999,3301.398571428571,2,3,3.57,Wednesday
13,6,Madhya Pradesh,33,1,117824.43000000001,3570.437272727273,1,1,3.03,Friday
18,5,Madhya Pradesh,74,1,338299.9199999999,4571.62054054054,2,3,1.35,Thursday
8,1,Rajasthan,29,4,71109.47000000002,2452.050689655173,1,4,13.79,Sunday
17,2,Arunachal Pradesh,8,0,67720.81,8465.10125,0,2,0.0,Monday
14,3,Punjab,29,1,143854.13999999998,4960.487586206896,1,2,3.45,Tuesday
21,4,Punjab,85,12,222677.25,2619.7323529411765,4,14,14.12,Wednesday
16,6,Nagaland,4,0,11336.73,2834.1825,0,0,0.0,Friday
11,6,West Bengal,47,0,138045.26,2937.1331914893617,0,6,0.0,Friday
17,2,West Bengal,38,2,161394.3,4247.218421052631,0,3,5.26,Monday
10,1,Bihar,15,0,20111.050000000003,1340.736666666667,1,2,0.0,Sunday
12,6,Telangana,67,3,225694.63,3368.5765671641793,2,6,4.48,Friday
20,5,Arunachal Pradesh,21,5,56472.55,2689.169047619048,1,6,23.81,Thursday
11,3,Andhra Pradesh,28,0,124074.85999999996,4431.244999999998,0,3,0.0,Tuesday
19,7,Himachal Pradesh,18,0,45852.40999999999,2547.3561111111103,0,1,0.0,Saturday
21,6,Himachal Pradesh,24,3,75940.08,3164.17,0,3,12.5,Friday
15,7,West Bengal,36,1,72590.35000000003,2016.3986111111121,0,5,2.78,Saturday
8,7,Jharkhand,12,1,20934.55,1744.5458333333333,0,2,8.33,Saturday
22,3,Gujarat,34,34,224625.59000000003,6606.635000000001,5,21,100.0,Tuesday
16,5,Gujarat,76,4,199363.13999999996,2623.1992105263153,4,6,5.26,Thursday
13,5,Madhya Pradesh,35,0,83756.27999999998,2393.036571428571,0,4,0.0,Thursday
21,5,Uttarakhand,32,7,70595.16,2206.09875,2,12,21.88,Thursday
20,4,Rajasthan,138,18,513891.2899999997,3723.8499275362296,7,22,13.04,Wednesday
15,1,Maharashtra,134,5,507302.74,3785.841343283582,3,19,3.73,Sunday
18,3,Goa,11,0,62126.76000000001,5647.887272727274,1,1,0.0,Tuesday
10,4,Goa,5,0,8602.06,1720.4119999999998,0,2,0.0,Wednesday
18,1,Uttarakhand,24,1,106890.14,4453.755833333334,1,5,4.17,Sunday
7,4,Uttarakhand,8,0,23208.78,2901.0975,0,0,0.0,Wednesday
11,3,Punjab,31,4,162943.62000000002,5256.245806451614,0,6,12.9,Tuesday
10,4,Odisha,15,1,34234.96000000001,2282.330666666667,1,2,6.67,Wednesday
21,1,Tripura,7,2,9474.19,1353.4557142857143,1,1,28.57,Sunday
8,2,Andhra Pradesh,31,2,178042.47,5743.305483870968,0,4,6.45,Monday
15,4,Delhi,51,3,234489.65999999992,4597.836470588234,1,9,5.88,Wednesday
8,6,Uttarakhand,9,1,14377.98,1597.5533333333333,1,0,11.11,Friday
15,2,Uttarakhand,9,0,9703.720000000001,1078.1911111111112,0,1,0.0,Monday
16,4,Madhya Pradesh,28,0,62442.98,2230.1064285714288,0,2,0.0,Wednesday
12,4,Arunachal Pradesh,4,0,11642.27,2910.5675,0,0,0.0,Wednesday
15,2,Bihar,21,0,76198.69,3628.5090476190476,0,1,0.0,Monday
9,4,Uttarakhand,5,0,9657.16,1931.432,1,1,0.0,Wednesday
11,7,Tamil Nadu,79,3,229293.08000000002,2902.4440506329115,0,10,3.8,Saturday
6,6,Uttar Pradesh,36,0,131590.45,3655.290277777778,0,2,0.0,Friday
8,5,Bihar,12,1,29105.190000000002,2425.4325000000003,0,0,8.33,Thursday
20,6,Tripura,10,2,29824.49,2982.449,0,0,20.0,Friday
10,3,Delhi,63,3,250995.88999999998,3984.0617460317458,1,4,4.76,Tuesday
6,7,Chhattisgarh,6,1,12944.71,2157.4516666666664,0,2,16.67,Saturday
12,3,Chhattisgarh,8,0,88026.52,11003.315,0,1,0.0,Tuesday
16,4,Bihar,11,0,15769.42,1433.5836363636363,0,0,0.0,Wednesday
8,5,Jharkhand,12,1,11026.51,918.8758333333334,0,0,8.33,Thursday
14,3,Andhra Pradesh,34,2,210563.33999999997,6193.039411764705,2,2,5.88,Tuesday
16,1,Haryana,26,3,97864.56999999998,3764.021923076922,3,6,11.54,Sunday
11,7,Punjab,29,0,54015.55,1862.6051724137933,2,0,0.0,Saturday
15,7,Madhya Pradesh,40,1,90409.89000000001,2260.2472500000003,1,3,2.5,Saturday
12,7,Himachal Pradesh,16,0,37722.73,2357.670625,1,2,0.0,Saturday
22,1,Uttar Pradesh,30,29,152952.77999999994,5098.425999999998,3,18,96.67,Sunday
22,7,Gujarat,32,30,226230.07,7069.6896875,5,15,93.75,Saturday
15,3,Rajasthan,39,0,96497.17000000003,2474.286410256411,1,4,0.0,Tuesday
14,3,Rajasthan,39,2,58519.62999999998,1500.5033333333329,3,4,5.13,Tuesday
6,7,Meghalaya,2,0,4352.18,2176.09,0,0,0.0,Saturday
7,2,Andhra Pradesh,30,2,113268.54000000001,3775.6180000000004,1,8,6.67,Monday
17,2,Mizoram,6,1,18643.869999999995,3107.311666666666,0,0,16.67,Monday
9,4,Andhra Pradesh,24,1,52307.61,2179.48375,2,3,4.17,Wednesday
11,1,Meghalaya,6,0,11836.169999999998,1972.6949999999997,0,0,0.0,Sunday
21,7,Chhattisgarh,18,3,44767.7,2487.0944444444444,2,3,16.67,Saturday
14,1,Goa,4,0,31253.34,7813.335,0,0,0.0,Sunday
8,3,Mizoram,5,0,22627.239999999998,4525.447999999999,0,0,0.0,Tuesday
11,1,Manipur,4,0,9145.77,2286.4425,0,1,0.0,Sunday
7,4,Arunachal Pradesh,10,2,22909.06,2290.906,0,5,20.0,Wednesday
16,1,Mizoram,8,0,10298.21,1287.27625,0,0,0.0,Sunday
7,6,Nagaland,3,1,4381.58,1460.5266666666666,0,0,33.33,Friday
8,4,Assam,5,0,6234.36,1246.8719999999998,0,1,0.0,Wednesday
6,4,Arunachal Pradesh,7,0,10234.77,1462.1100000000001,0,0,0.0,Wednesday
16,1,Arunachal Pradesh,4,0,4089.2700000000004,1022.3175000000001,0,0,0.0,Sunday
10,3,Himachal Pradesh,12,1,28924.820000000003,2410.401666666667,1,2,8.33,Tuesday
14,5,Himachal Pradesh,15,0,13283.579999999996,885.5719999999998,0,3,0.0,Thursday
22,3,West Bengal,19,19,139741.18,7354.798947368421,3,10,100.0,Tuesday
14,1,Uttarakhand,14,0,167266.63,11947.61642857143,0,5,0.0,Sunday
19,5,Tripura,9,0,35616.89000000001,3957.432222222223,0,1,0.0,Thursday
16,4,Nagaland,6,0,58593.64000000001,9765.606666666668,0,0,0.0,Wednesday
18,5,Manipur,11,0,22747.589999999997,2067.962727272727,0,1,0.0,Thursday
18,3,Meghalaya,13,0,90345.07,6949.62076923077,0,3,0.0,Tuesday
14,3,Meghalaya,6,1,22106.989999999998,3684.498333333333,0,1,16.67,Tuesday
10,6,Arunachal Pradesh,4,0,5586.25,1396.5625,0,0,0.0,Friday
13,1,Bihar,13,0,209242.46,16095.573846153846,0,0,0.0,Sunday
11,2,Himachal Pradesh,10,1,19326.939999999995,1932.6939999999995,0,2,10.0,Monday
15,2,Assam,7,0,10072.53,1438.9328571428573,0,1,0.0,Monday
9,3,Odisha,11,0,9626.94,875.1763636363637,0,0,0.0,Tuesday
9,2,Himachal Pradesh,4,0,14144.81,3536.2025,2,0,0.0,Monday
9,5,Manipur,4,0,7197.95,1799.4875,0,0,0.0,Thursday
17,5,Goa,7,0,12134.64,1733.52,0,0,0.0,Thursday
20,2,Goa,11,0,22318.04,2028.9127272727274,0,2,0.0,Monday
22,6,Jharkhand,4,4,39100.0,9775.0,0,3,100.0,Friday
15,5,Tripura,3,0,12196.05,4065.35,0,0,0.0,Thursday
17,5,Assam,6,1,40583.81,6763.968333333333,1,1,16.67,Thursday
14,4,Himachal Pradesh,11,0,11982.37,1089.3063636363638,0,1,0.0,Wednesday
10,5,Goa,5,0,1987.96,397.592,0,0,0.0,Thursday
14,4,Mizoram,2,0,1418.94,709.47,0,1,0.0,Wednesday
13,7,Haryana,19,2,66826.04,3517.16,0,4,10.53,Saturday
22,1,Nagaland,2,2,17796.83,8898.415,1,0,100.0,Sunday
6,5,Assam,4,0,5712.089999999999,1428.0224999999998,0,1,0.0,Thursday
10,5,Uttarakhand,8,0,8580.630000000001,1072.5787500000001,0,1,0.0,Thursday
15,1,Goa,1,0,113.74,113.74,0,0,0.0,Sunday
8,5,Arunachal Pradesh,5,1,13511.22,2702.2439999999997,0,2,20.0,Thursday
17,5,Nagaland,6,0,6259.39,1043.2316666666668,0,0,0.0,Thursday
15,4,Meghalaya,2,0,5182.120000000001,2591.0600000000004,0,0,0.0,Wednesday
12,7,Meghalaya,3,0,707.4100000000001,235.80333333333337,0,0,0.0,Saturday
7,1,Meghalaya,2,1,5139.79,2569.895,0,0,50.0,Sunday
9,1,Meghalaya,2,0,6144.02,3072.01,0,0,0.0,Sunday
7,2,Goa,1,0,968.97,968.97,0,1,0.0,Monday
16,1,Meghalaya,1,0,245.25,245.25,0,0,0.0,Sunday
10,5,Tripura,1,0,1255.7,1255.7,0,0,0.0,Thursday
15,7,Odisha,18,2,94798.50999999998,5266.5838888888875,0,2,11.11,Saturday
12,3,Maharashtra,145,5,451410.10999999987,3113.173172413792,2,12,3.45,Tuesday
19,3,Maharashtra,377,15,1378623.7899999996,3656.8270291777176,13,56,3.98,Tuesday
11,5,Uttar Pradesh,63,3,136827.15999999997,2171.859682539682,1,8,4.76,Thursday
22,4,Maharashtra,59,57,418821.10999999987,7098.66288135593,10,33,96.61,Wednesday
20,2,Tamil Nadu,257,48,949042.9199999996,3692.7740077820995,11,51,18.68,Monday
19,7,Haryana,76,3,331242.8000000001,4358.457894736844,0,10,3.95,Saturday
18,5,Telangana,204,5,595524.0099999999,2919.2353431372544,4,19,2.45,Thursday
20,6,Tamil Nadu,236,35,790254.77,3348.537161016949,7,50,14.83,Friday
22,2,Maharashtra,58,57,366851.52999999997,6325.026379310344,11,36,98.28,Monday
9,4,Uttar Pradesh,77,2,191783.98999999993,2490.701168831168,0,5,2.6,Wednesday
16,6,Gujarat,79,1,166480.54000000004,2107.348607594937,3,6,1.27,Friday
22,1,Bihar,6,6,12927.93,2154.655,1,4,100.0,Sunday
20,1,Nagaland,11,4,35534.85,3230.440909090909,2,4,36.36,Sunday
19,3,Nagaland,12,0,28213.839999999997,2351.153333333333,0,1,0.0,Tuesday
18,4,Karnataka,242,4,767152.4699999997,3170.0515289256186,4,24,1.65,Wednesday
15,3,Karnataka,79,5,275615.32,3488.8015189873418,3,7,6.33,Tuesday
10,2,Karnataka,105,4,529525.9500000002,5043.1042857142875,3,14,3.81,Monday
8,6,Karnataka,74,3,205889.75000000003,2782.293918918919,2,10,4.05,Friday
16,1,Karnataka,90,4,313210.1499999999,3480.112777777777,4,14,4.44,Sunday
21,4,Karnataka,301,37,1099889.3199999991,3654.1173421926883,10,47,12.29,Wednesday
8,3,Tamil Nadu,75,2,232166.37999999998,3095.5517333333332,3,7,2.67,Tuesday
19,6,Chhattisgarh,29,1,78896.63,2720.573448275862,0,1,3.45,Friday
13,5,Telangana,82,5,279669.49999999994,3410.6036585365846,2,11,6.1,Thursday
14,6,Bihar,18,0,34645.979999999996,1924.7766666666664,0,1,0.0,Friday
11,3,Kerala,32,4,122731.31999999999,3835.3537499999998,1,9,12.5,Tuesday
10,6,Kerala,24,1,84453.11000000002,3518.879583333334,1,2,4.17,Friday
18,5,Maharashtra,403,5,1627441.240000001,4038.315732009928,11,35,1.24,Thursday
7,5,Tamil Nadu,57,2,143814.21000000002,2523.056315789474,3,5,3.51,Thursday
21,7,Delhi,197,38,748987.2199999994,3801.965583756342,10,42,19.29,Saturday
19,2,Uttar Pradesh,183,4,637379.1000000002,3482.9459016393453,5,20,2.19,Monday
17,4,Telangana,68,3,237822.78000000003,3497.393823529412,1,6,4.41,Wednesday
20,5,Haryana,71,9,196123.83,2762.3074647887324,3,4,12.68,Thursday
21,7,Gujarat,225,31,719554.5199999998,3198.020088888888,13,34,13.78,Saturday
20,1,Gujarat,207,29,647374.3699999999,3127.4124154589367,10,32,14.01,Sunday
8,2,Uttar Pradesh,45,0,244651.38999999998,5436.6975555555555,0,1,0.0,Monday
19,7,Madhya Pradesh,97,1,452709.8999999999,4667.11237113402,2,8,1.03,Saturday
18,2,Gujarat,199,2,681503.3500000002,3424.6399497487446,4,19,1.01,Monday
9,5,Gujarat,78,1,269603.4600000001,3456.4546153846163,1,10,1.28,Thursday
9,4,Gujarat,62,5,288078.1600000001,4646.421935483872,1,5,8.06,Wednesday
12,4,Gujarat,73,8,235650.52000000002,3228.0893150684933,1,7,10.96,Wednesday
13,4,Rajasthan,47,2,174369.05,3709.9797872340423,2,4,4.26,Wednesday
6,5,Rajasthan,35,1,144414.17999999996,4126.119428571427,1,6,2.86,Thursday
12,3,Rajasthan,38,1,144231.86,3795.5752631578944,2,2,2.63,Tuesday
9,2,Punjab,46,3,150336.21000000002,3268.17847826087,2,8,6.52,Monday
19,3,Punjab,93,0,223357.36,2401.6920430107525,0,8,0.0,Tuesday
7,6,Uttar Pradesh,63,5,199264.78,3162.933015873016,2,8,7.94,Friday
10,5,Uttar Pradesh,58,2,142037.35,2448.919827586207,2,6,3.45,Thursday
20,1,Rajasthan,136,17,464413.8800000003,3414.807941176473,1,26,12.5,Sunday
20,3,Rajasthan,134,24,437910.77000000025,3267.9908208955244,7,27,17.91,Tuesday
7,3,Rajasthan,34,1,173980.36,5117.069411764705,0,4,2.94,Tuesday
9,4,Tamil Nadu,82,4,252272.49000000002,3076.493780487805,3,9,4.88,Wednesday
8,3,Uttar Pradesh,44,1,209484.21000000005,4761.004772727274,0,8,2.27,Tuesday
9,5,Bihar,22,2,58223.64,2646.529090909091,0,5,9.09,Thursday
18,5,West Bengal,130,1,466853.0500000001,3591.1773076923087,2,14,0.77,Thursday
21,7,West Bengal,152,27,604048.2400000002,3974.00157894737,9,27,17.76,Saturday
13,6,Telangana,80,1,183842.71000000005,2298.0338750000005,3,11,1.25,Friday
21,1,Delhi,166,15,615219.81,3706.14343373494,7,21,9.04,Sunday
19,7,Punjab,66,1,369292.7700000001,5595.345000000001,1,4,1.52,Saturday
15,5,Punjab,20,0,44567.759999999995,2228.388,0,1,0.0,Thursday
13,7,Maharashtra,156,1,458762.88000000006,2940.787692307693,2,17,0.64,Saturday
15,5,Odisha,19,0,47157.46,2481.9715789473685,1,3,0.0,Thursday
14,1,Telangana,67,4,164352.96,2453.029253731343,1,7,5.97,Sunday
17,3,West Bengal,51,3,112674.97999999998,2209.313333333333,1,4,5.88,Tuesday
21,5,West Bengal,163,24,699899.36,4293.8611042944785,7,26,14.72,Thursday
19,5,Andhra Pradesh,92,0,303216.4400000001,3295.8308695652186,1,12,0.0,Thursday
17,7,Gujarat,78,4,260309.31,3337.298846153846,1,12,5.13,Saturday
14,2,Nagaland,4,0,2094.2799999999997,523.5699999999999,0,0,0.0,Monday
6,2,Kerala,20,2,64218.48999999999,3210.9244999999996,1,8,10.0,Monday
21,4,Kerala,74,9,275120.85,3717.849324324324,5,14,12.16,Wednesday
19,7,West Bengal,138,7,524120.06000000035,3797.9714492753646,6,12,5.07,Saturday
10,3,Jharkhand,20,0,43429.06,2171.453,0,0,0.0,Tuesday
21,5,Assam,23,3,227273.31000000008,9881.448260869569,0,5,13.04,Thursday
15,1,Assam,6,0,3019.35,503.22499999999997,0,0,0.0,Sunday
22,5,Assam,2,2,20134.46,10067.23,1,0,100.0,Thursday
14,3,Maharashtra,151,6,657689.9699999999,4355.5627152317875,5,13,3.97,Tuesday
18,6,Karnataka,251,5,823053.8700000005,3279.0990836653405,3,18,1.99,Friday
10,4,Andhra Pradesh,28,0,180346.21,6440.936071428571,1,2,0.0,Wednesday
17,7,Andhra Pradesh,28,1,87197.54,3114.1978571428567,2,3,3.57,Saturday
19,1,Maharashtra,360,8,1231807.130000002,3421.6864722222276,15,48,2.22,Sunday
19,3,Assam,17,1,166481.58000000002,9793.03411764706,0,1,5.88,Tuesday
9,4,Madhya Pradesh,42,2,115935.24999999999,2760.363095238095,0,2,4.76,Wednesday
11,5,Kerala,22,0,75187.62999999999,3417.619545454545,0,3,0.0,Thursday
21,5,Kerala,81,11,216967.45000000007,2678.6104938271615,4,14,13.58,Thursday
6,7,Telangana,65,5,239298.56999999986,3681.516461538459,3,6,7.69,Saturday
21,6,Rajasthan,157,21,486370.84000000014,3097.9034394904465,12,25,13.38,Friday
12,2,Andhra Pradesh,37,0,147813.84999999998,3994.9689189189185,2,5,0.0,Monday
20,2,Himachal Pradesh,25,4,68129.77,2725.1908000000003,1,6,16.0,Monday
17,1,Uttar Pradesh,51,4,138619.3,2718.0254901960784,1,7,7.84,Sunday
21,4,Meghalaya,8,2,35636.32,4454.54,1,2,25.0,Wednesday
9,3,Gujarat,70,6,255618.18000000008,3651.688285714287,2,9,8.57,Tuesday
13,6,Gujarat,75,7,240975.37,3213.004933333333,3,4,9.33,Friday
13,6,Uttar Pradesh,66,1,256325.81000000008,3883.724393939395,0,8,1.52,Friday
11,5,Odisha,13,2,40629.95,3125.380769230769,1,0,15.38,Thursday
14,7,Goa,6,0,32997.1,5499.516666666666,0,1,0.0,Saturday
11,4,Goa,6,1,28780.12,4796.6866666666665,0,1,16.67,Wednesday
6,5,Bihar,12,0,70842.79000000002,5903.565833333335,0,1,0.0,Thursday
9,1,Gujarat,44,1,113901.44999999995,2588.6693181818173,2,6,2.27,Sunday
15,7,Mizoram,4,1,13250.51,3312.6275,0,1,25.0,Saturday
17,6,Punjab,21,2,86752.72000000002,4131.081904761905,1,3,9.52,Friday
20,3,Punjab,70,14,519129.02999999997,7416.129,1,13,20.0,Tuesday
6,7,West Bengal,39,3,134389.33000000002,3445.8802564102566,0,4,7.69,Saturday
