scam_type,complaint_status,bank_id,sender_state,complaint_count,avg_resolution_days,min_resolution_days,max_resolution_days,total_amount_involved,affected_users,linked_txns,amount_involved_lakhs,avg_loss_per_user
LEGITIMATE,ESCALATED,SBI001,Jharkhand,1,,,,9689.86,1,1,0.1,9690.0
INVESTMENT,OPEN,UNION009,West Bengal,1,,,,8675.5,1,1,0.09,8676.0
TECH_SUPPORT,ESCALATED,AXIS004,Maharashtra,2,,,,4627.84,2,2,0.05,2314.0
TECH_SUPPORT,RESOLVED,HDFC002,Jharkhand,1,63.0,63.0,63.0,6600.0,1,1,0.07,6600.0
LOTTERY,OPEN,SBI001,Gujarat,5,,,,33618.380000000005,5,5,0.34,6724.0
TECH_SUPPORT,RESOLVED,PNB006,Telangana,5,35.2,10.0,74.0,16402.72,5,5,0.16,3281.0
LOTTERY,OPEN,HDFC002,Manipur,1,,,,13698.62,1,1,0.14,13699.0
KYC,OPEN,BOB007,Jharkhand,2,,,,3104.12,2,2,0.03,1552.0
INVESTMENT,OPEN,PNB006,Karnataka,4,,,,43465.61,4,4,0.43,10866.0
LOTTERY,ESCALATED,ICICI003,Gujarat,1,,,,1528.5,1,1,0.02,1529.0
KYC,ESCALATED,UNION009,Rajasthan,2,,,,4722.219999999999,2,2,0.05,2361.0
JOB,OPEN,KOTAK005,Maharashtra,2,,,,2845.85,2,2,0.03,1423.0
TECH_SUPPORT,ESCALATED,ICICI003,Odisha,2,,,,7500.0,2,2,0.08,3750.0
EMERGENCY,RESOLVED,ICICI003,Delhi,1,31.0,31.0,31.0,4600.0,1,1,0.05,4600.0
KYC,OPEN,SBI001,Delhi,4,,,,6400.0,4,4,0.06,1600.0
KYC,OPEN,CANARA008,Chhattisgarh,1,,,,5000.0,1,1,0.05,5000.0
LEGITIMATE,OPEN,SBI001,Haryana,4,,,,53208.5,4,4,0.53,13302.0
KYC,RESOLVED,INDUS010,Tamil Nadu,2,51.0,23.0,79.0,3000.0,2,2,0.03,1500.0
IMPERSONATION,OPEN,INDUS010,Kerala,2,,,,4500.0,2,2,0.05,2250.0
EMERGENCY,RESOLVED,PNB006,West Bengal,1,15.0,15.0,15.0,12700.0,1,1,0.13,12700.0
LEGITIMATE,ESCALATED,BOB007,Punjab,1,,,,9470.87,1,1,0.09,9471.0
INVESTMENT,OPEN,INDUS010,Delhi,1,,,,5000.0,1,1,0.05,5000.0
TECH_SUPPORT,OPEN,SBI001,Telangana,4,,,,11035.869999999999,4,4,0.11,2759.0
IMPERSONATION,RESOLVED,SBI001,Bihar,1,12.0,12.0,12.0,12057.76,1,1,0.12,12058.0
JOB,OPEN,SBI001,Odisha,2,,,,2710.99,2,2,0.03,1355.0
LOTTERY,OPEN,PNB006,Gujarat,2,,,,9377.98,2,2,0.09,4689.0
KYC,ESCALATED,AXIS004,Andhra Pradesh,1,,,,1070.39,1,1,0.01,1070.0
KYC,RESOLVED,HDFC002,Uttar Pradesh,1,22.0,22.0,22.0,921.28,1,1,0.01,921.0
TECH_SUPPORT,RESOLVED,INDUS010,West Bengal,2,33.5,19.0,48.0,5044.34,2,2,0.05,2522.0
KYC,RESOLVED,UNION009,Haryana,3,33.666666666666664,3.0,62.0,3549.8500000000004,3,3,0.04,1183.0
KYC,RESOLVED,BOB007,Odisha,3,54.0,21.0,88.0,3564.71,3,3,0.04,1188.0
TECH_SUPPORT,OPEN,SBI001,West Bengal,1,,,,1900.0,1,1,0.02,1900.0
JOB,OPEN,HDFC002,Gujarat,2,,,,5099.55,2,2,0.05,2550.0
LOTTERY,RESOLVED,UNION009,Maharashtra,1,88.0,88.0,88.0,22396.99,1,1,0.22,22397.0
LEGITIMATE,ESCALATED,KOTAK005,Karnataka,1,,,,1146.79,1,1,0.01,1147.0
LEGITIMATE,OPEN,UNION009,Delhi,3,,,,7646.66,3,3,0.08,2549.0
INVESTMENT,OPEN,BOB007,Maharashtra,3,,,,66594.06,3,3,0.67,22198.0
IMPERSONATION,OPEN,KOTAK005,Andhra Pradesh,2,,,,11795.880000000001,2,2,0.12,5898.0
JOB,RESOLVED,INDUS010,Karnataka,2,66.5,55.0,78.0,5174.57,2,2,0.05,2587.0
TECH_SUPPORT,ESCALATED,SBI001,Haryana,1,,,,500.0,1,1,0.01,500.0
LEGITIMATE,OPEN,AXIS004,Rajasthan,2,,,,1219.37,2,2,0.01,610.0
LOTTERY,OPEN,ICICI003,Delhi,2,,,,6768.23,2,2,0.07,3384.0
TECH_SUPPORT,OPEN,KOTAK005,Andhra Pradesh,1,,,,4300.0,1,1,0.04,4300.0
KYC,ESCALATED,KOTAK005,Punjab,1,,,,708.03,1,1,0.01,708.0
EMERGENCY,RESOLVED,AXIS004,Karnataka,1,45.0,45.0,45.0,14600.0,1,1,0.15,14600.0
IMPERSONATION,ESCALATED,AXIS004,Tamil Nadu,1,,,,10800.0,1,1,0.11,10800.0
KYC,RESOLVED,BOB007,Tripura,1,61.0,61.0,61.0,2940.15,1,1,0.03,2940.0
EMERGENCY,OPEN,AXIS004,Madhya Pradesh,2,,,,45904.09,2,2,0.46,22952.0
INVESTMENT,OPEN,INDUS010,Karnataka,1,,,,14524.33,1,1,0.15,14524.0
LOTTERY,OPEN,AXIS004,Andhra Pradesh,3,,,,44296.9,3,3,0.44,14766.0
INVESTMENT,RESOLVED,AXIS004,Rajasthan,1,23.0,23.0,23.0,100000.0,1,1,1.0,100000.0
LEGITIMATE,ESCALATED,BOB007,Gujarat,1,,,,8550.52,1,1,0.09,8551.0
KYC,ESCALATED,PNB006,Tamil Nadu,4,,,,3827.95,4,4,0.04,957.0
LEGITIMATE,OPEN,INDUS010,Uttar Pradesh,1,,,,4512.09,1,1,0.05,4512.0
IMPERSONATION,OPEN,ICICI003,Delhi,2,,,,12614.720000000001,2,2,0.13,6307.0
TECH_SUPPORT,RESOLVED,UNION009,Nagaland,2,28.5,22.0,35.0,4926.65,2,2,0.05,2463.0
KYC,OPEN,CANARA008,Jharkhand,1,,,,2700.0,1,1,0.03,2700.0
LOTTERY,RESOLVED,CANARA008,Haryana,1,88.0,88.0,88.0,6800.0,1,1,0.07,6800.0
EMERGENCY,OPEN,ICICI003,Maharashtra,2,,,,28608.47,2,2,0.29,14304.0
JOB,OPEN,PNB006,Delhi,2,,,,9700.0,2,2,0.1,4850.0
INVESTMENT,OPEN,PNB006,Delhi,2,,,,33757.020000000004,2,2,0.34,16879.0
LOTTERY,OPEN,HDFC002,Telangana,2,,,,11722.55,2,2,0.12,5861.0
IMPERSONATION,ESCALATED,CANARA008,Telangana,1,,,,5000.0,1,1,0.05,5000.0
LOTTERY,RESOLVED,BOB007,Rajasthan,2,41.0,22.0,60.0,17411.66,2,2,0.17,8706.0
INVESTMENT,ESCALATED,BOB007,Karnataka,1,,,,5000.0,1,1,0.05,5000.0
IMPERSONATION,OPEN,KOTAK005,Karnataka,1,,,,2431.53,1,1,0.02,2432.0
IMPERSONATION,ESCALATED,INDUS010,Kerala,1,,,,2773.83,1,1,0.03,2774.0
LOTTERY,ESCALATED,HDFC002,Kerala,1,,,,25000.0,1,1,0.25,25000.0
LOTTERY,RESOLVED,SBI001,West Bengal,2,20.5,20.0,21.0,11361.38,2,2,0.11,5681.0
LOTTERY,OPEN,AXIS004,Uttar Pradesh,1,,,,3511.73,1,1,0.04,3512.0
LEGITIMATE,RESOLVED,CANARA008,Gujarat,1,16.0,16.0,16.0,47310.95,1,1,0.47,47311.0
JOB,OPEN,BOB007,Bihar,1,,,,2992.12,1,1,0.03,2992.0
IMPERSONATION,OPEN,PNB006,Madhya Pradesh,1,,,,15971.33,1,1,0.16,15971.0
EMERGENCY,OPEN,AXIS004,Rajasthan,1,,,,43295.17,1,1,0.43,43295.0
LEGITIMATE,OPEN,INDUS010,Punjab,1,,,,11904.15,1,1,0.12,11904.0
LOTTERY,OPEN,ICICI003,Rajasthan,1,,,,5168.6,1,1,0.05,5169.0
KYC,ESCALATED,PNB006,Maharashtra,8,,,,13156.859999999999,8,8,0.13,1645.0
IMPERSONATION,RESOLVED,SBI001,Mizoram,1,58.0,58.0,58.0,50000.0,1,1,0.5,50000.0
INVESTMENT,OPEN,PNB006,Rajasthan,2,,,,134027.72,2,2,1.34,67014.0
TECH_SUPPORT,OPEN,KOTAK005,Karnataka,3,,,,5271.54,3,3,0.05,1757.0
LEGITIMATE,OPEN,HDFC002,Madhya Pradesh,3,,,,6018.05,3,3,0.06,2006.0
KYC,ESCALATED,UNION009,Gujarat,1,,,,2178.2,1,1,0.02,2178.0
TECH_SUPPORT,OPEN,SBI001,Arunachal Pradesh,1,,,,4300.0,1,1,0.04,4300.0
EMERGENCY,OPEN,PNB006,Karnataka,1,,,,6574.66,1,1,0.07,6575.0
JOB,OPEN,SBI001,Punjab,1,,,,1500.0,1,1,0.02,1500.0
LOTTERY,OPEN,PNB006,Tamil Nadu,2,,,,3669.58,2,2,0.04,1835.0
KYC,RESOLVED,KOTAK005,Maharashtra,4,31.0,10.0,78.0,7138.25,4,4,0.07,1785.0
KYC,OPEN,KOTAK005,Jharkhand,2,,,,7754.07,2,2,0.08,3877.0
LEGITIMATE,OPEN,SBI001,Meghalaya,1,,,,11975.99,1,1,0.12,11976.0
LOTTERY,ESCALATED,KOTAK005,Rajasthan,2,,,,12634.82,2,2,0.13,6317.0
KYC,ESCALATED,INDUS010,Uttar Pradesh,2,,,,6100.0,2,2,0.06,3050.0
TECH_SUPPORT,OPEN,CANARA008,Maharashtra,6,,,,13626.13,6,6,0.14,2271.0
LOTTERY,ESCALATED,UNION009,Gujarat,1,,,,6900.0,1,1,0.07,6900.0
KYC,OPEN,UNION009,Karnataka,10,,,,24364.22,10,10,0.24,2436.0
LEGITIMATE,OPEN,KOTAK005,Karnataka,8,,,,18248.82,8,8,0.18,2281.0
KYC,OPEN,INDUS010,Gujarat,5,,,,15437.99,5,5,0.15,3088.0
LEGITIMATE,ESCALATED,HDFC002,West Bengal,2,,,,4491.2,2,2,0.04,2246.0
KYC,OPEN,ICICI003,Assam,3,,,,7632.35,3,3,0.08,2544.0
KYC,RESOLVED,SBI001,Rajasthan,3,52.666666666666664,27.0,69.0,9900.0,3,3,0.1,3300.0
LEGITIMATE,ESCALATED,HDFC002,Uttar Pradesh,1,,,,269.11,1,1,0.0,269.0
IMPERSONATION,OPEN,HDFC002,Arunachal Pradesh,1,,,,2000.0,1,1,0.02,2000.0
TECH_SUPPORT,ESCALATED,INDUS010,Gujarat,4,,,,13784.2,4,4,0.14,3446.0
TECH_SUPPORT,OPEN,KOTAK005,Telangana,2,,,,5161.6,2,2,0.05,2581.0
LEGITIMATE,RESOLVED,PNB006,Punjab,2,54.0,41.0,67.0,2636.48,2,2,0.03,1318.0
LOTTERY,RESOLVED,BOB007,Uttar Pradesh,3,26.666666666666668,13.0,45.0,18713.12,3,3,0.19,6238.0
KYC,OPEN,SBI001,Karnataka,17,,,,40619.86,17,17,0.41,2389.0
KYC,OPEN,KOTAK005,Maharashtra,9,,,,21244.640000000003,9,9,0.21,2361.0
EMERGENCY,ESCALATED,SBI001,Punjab,1,,,,7025.72,1,1,0.07,7026.0
IMPERSONATION,OPEN,BOB007,Punjab,1,,,,2000.0,1,1,0.02,2000.0
LOTTERY,OPEN,KOTAK005,Haryana,2,,,,4802.63,2,2,0.05,2401.0
LOTTERY,OPEN,UNION009,Odisha,1,,,,14536.75,1,1,0.15,14537.0
KYC,ESCALATED,ICICI003,Maharashtra,4,,,,8119.21,4,4,0.08,2030.0
KYC,OPEN,UNION009,Tamil Nadu,8,,,,11089.48,8,8,0.11,1386.0
LOTTERY,OPEN,BOB007,Gujarat,5,,,,25895.11,5,5,0.26,5179.0
EMERGENCY,OPEN,PNB006,Rajasthan,1,,,,34092.01,1,1,0.34,34092.0
LOTTERY,RESOLVED,BOB007,Tamil Nadu,4,53.25,7.0,79.0,21621.2,4,4,0.22,5405.0
KYC,OPEN,PNB006,Madhya Pradesh,5,,,,11516.89,5,5,0.12,2303.0
TECH_SUPPORT,ESCALATED,INDUS010,Karnataka,2,,,,8541.29,2,2,0.09,4271.0
LOTTERY,OPEN,UNION009,Uttarakhand,2,,,,11400.0,2,2,0.11,5700.0
LOTTERY,ESCALATED,BOB007,Maharashtra,1,,,,7300.0,1,1,0.07,7300.0
LOTTERY,RESOLVED,ICICI003,West Bengal,3,41.666666666666664,31.0,49.0,23069.42,3,3,0.23,7690.0
LEGITIMATE,ESCALATED,UNION009,Delhi,2,,,,2951.75,2,2,0.03,1476.0
JOB,OPEN,KOTAK005,Karnataka,2,,,,5697.16,2,2,0.06,2849.0
IMPERSONATION,ESCALATED,PNB006,Odisha,1,,,,13578.74,1,1,0.14,13579.0
LEGITIMATE,ESCALATED,CANARA008,Jharkhand,1,,,,446.89,1,1,0.0,447.0
LOTTERY,OPEN,AXIS004,Punjab,3,,,,12912.27,3,3,0.13,4304.0
KYC,OPEN,SBI001,Uttar Pradesh,6,,,,11454.6,6,6,0.11,1909.0
TECH_SUPPORT,OPEN,PNB006,Assam,1,,,,1720.09,1,1,0.02,1720.0
JOB,RESOLVED,SBI001,Uttar Pradesh,1,81.0,81.0,81.0,7100.0,1,1,0.07,7100.0
EMERGENCY,RESOLVED,CANARA008,Telangana,1,45.0,45.0,45.0,50000.0,1,1,0.5,50000.0
LEGITIMATE,RESOLVED,HDFC002,Rajasthan,1,40.0,40.0,40.0,10.0,1,1,0.0,10.0
TECH_SUPPORT,RESOLVED,KOTAK005,Rajasthan,3,46.666666666666664,20.0,66.0,6404.120000000001,3,3,0.06,2135.0
LEGITIMATE,OPEN,AXIS004,Delhi,2,,,,8895.26,2,2,0.09,4448.0
LOTTERY,ESCALATED,UNION009,Tamil Nadu,2,,,,19870.48,2,2,0.2,9935.0
KYC,RESOLVED,UNION009,Karnataka,6,39.333333333333336,11.0,88.0,9651.57,6,6,0.1,1609.0
LOTTERY,OPEN,KOTAK005,Telangana,7,,,,38960.66,7,7,0.39,5566.0
KYC,ESCALATED,CANARA008,West Bengal,2,,,,5100.0,2,2,0.05,2550.0
KYC,RESOLVED,KOTAK005,Arunachal Pradesh,1,18.0,18.0,18.0,2600.0,1,1,0.03,2600.0
INVESTMENT,ESCALATED,INDUS010,Karnataka,1,,,,22400.0,1,1,0.22,22400.0
LEGITIMATE,OPEN,ICICI003,Uttarakhand,1,,,,695.47,1,1,0.01,695.0
JOB,ESCALATED,KOTAK005,Telangana,2,,,,11548.380000000001,2,2,0.12,5774.0
LEGITIMATE,RESOLVED,HDFC002,Tamil Nadu,1,44.0,44.0,44.0,95.72,1,1,0.0,96.0
LEGITIMATE,ESCALATED,HDFC002,Haryana,1,,,,2411.56,1,1,0.02,2412.0
LEGITIMATE,OPEN,SBI001,Tamil Nadu,3,,,,6203.92,3,3,0.06,2068.0
IMPERSONATION,RESOLVED,HDFC002,Jharkhand,1,40.0,40.0,40.0,22700.0,1,1,0.23,22700.0
KYC,ESCALATED,BOB007,Madhya Pradesh,1,,,,600.0,1,1,0.01,600.0
KYC,OPEN,AXIS004,Madhya Pradesh,5,,,,16035.550000000001,5,5,0.16,3207.0
LEGITIMATE,ESCALATED,KOTAK005,Telangana,1,,,,1310.73,1,1,0.01,1311.0
TECH_SUPPORT,ESCALATED,SBI001,Delhi,2,,,,7146.21,2,2,0.07,3573.0
LOTTERY,RESOLVED,CANARA008,Telangana,1,21.0,21.0,21.0,9400.0,1,1,0.09,9400.0
KYC,OPEN,BOB007,Andhra Pradesh,2,,,,4766.82,2,2,0.05,2383.0
TECH_SUPPORT,OPEN,HDFC002,Andhra Pradesh,3,,,,7272.23,3,3,0.07,2424.0
JOB,OPEN,INDUS010,Karnataka,3,,,,8012.09,3,3,0.08,2671.0
TECH_SUPPORT,ESCALATED,ICICI003,Gujarat,1,,,,1000.0,1,1,0.01,1000.0
KYC,RESOLVED,ICICI003,Madhya Pradesh,1,10.0,10.0,10.0,1500.0,1,1,0.02,1500.0
LOTTERY,ESCALATED,SBI001,Karnataka,5,,,,15909.66,5,5,0.16,3182.0
INVESTMENT,ESCALATED,HDFC002,Odisha,1,,,,12000.0,1,1,0.12,12000.0
TECH_SUPPORT,RESOLVED,BOB007,Bihar,1,22.0,22.0,22.0,2977.61,1,1,0.03,2978.0
IMPERSONATION,OPEN,HDFC002,Delhi,1,,,,16375.23,1,1,0.16,16375.0
LOTTERY,OPEN,ICICI003,Mizoram,1,,,,8815.06,1,1,0.09,8815.0
IMPERSONATION,RESOLVED,UNION009,Telangana,1,18.0,18.0,18.0,10341.77,1,1,0.1,10342.0
INVESTMENT,OPEN,PNB006,West Bengal,1,,,,27900.0,1,1,0.28,27900.0
KYC,OPEN,HDFC002,Meghalaya,1,,,,3358.92,1,1,0.03,3359.0
LEGITIMATE,OPEN,UNION009,Telangana,2,,,,4281.12,2,2,0.04,2141.0
KYC,RESOLVED,BOB007,Uttar Pradesh,3,27.666666666666668,9.0,60.0,6000.0,3,3,0.06,2000.0
LEGITIMATE,ESCALATED,KOTAK005,Tripura,1,,,,6198.76,1,1,0.06,6199.0
LEGITIMATE,OPEN,AXIS004,Tamil Nadu,3,,,,2868.17,3,3,0.03,956.0
TECH_SUPPORT,ESCALATED,CANARA008,Haryana,1,,,,1335.41,1,1,0.01,1335.0
IMPERSONATION,RESOLVED,CANARA008,Delhi,1,40.0,40.0,40.0,8700.0,1,1,0.09,8700.0
LOTTERY,RESOLVED,AXIS004,Kerala,1,17.0,17.0,17.0,5186.37,1,1,0.05,5186.0
LOTTERY,OPEN,KOTAK005,Punjab,2,,,,30800.0,2,2,0.31,15400.0
EMERGENCY,RESOLVED,PNB006,Karnataka,1,80.0,80.0,80.0,4100.8,1,1,0.04,4101.0
LEGITIMATE,ESCALATED,ICICI003,Mizoram,1,,,,807.67,1,1,0.01,808.0
KYC,ESCALATED,SBI001,Delhi,3,,,,6404.81,3,3,0.06,2135.0
IMPERSONATION,RESOLVED,PNB006,Maharashtra,2,30.5,23.0,38.0,15432.81,2,2,0.15,7716.0
LOTTERY,OPEN,HDFC002,Punjab,3,,,,10536.740000000002,3,3,0.11,3512.0
IMPERSONATION,RESOLVED,HDFC002,Assam,1,32.0,32.0,32.0,5100.0,1,1,0.05,5100.0
LOTTERY,OPEN,SBI001,Rajasthan,3,,,,12808.49,3,3,0.13,4269.0
LEGITIMATE,ESCALATED,AXIS004,Jharkhand,2,,,,14068.960000000001,2,2,0.14,7034.0
TECH_SUPPORT,ESCALATED,SBI001,Tamil Nadu,1,,,,8939.94,1,1,0.09,8940.0
TECH_SUPPORT,RESOLVED,CANARA008,Karnataka,2,23.0,5.0,41.0,3900.0,2,2,0.04,1950.0
KYC,RESOLVED,SBI001,Haryana,1,27.0,27.0,27.0,2200.0,1,1,0.02,2200.0
LOTTERY,OPEN,BOB007,Tripura,1,,,,12400.0,1,1,0.12,12400.0
TECH_SUPPORT,RESOLVED,BOB007,Tamil Nadu,1,25.0,25.0,25.0,3000.0,1,1,0.03,3000.0
LOTTERY,OPEN,KOTAK005,Madhya Pradesh,2,,,,12325.56,2,2,0.12,6163.0
TECH_SUPPORT,OPEN,AXIS004,Telangana,2,,,,14024.49,2,2,0.14,7012.0
IMPERSONATION,OPEN,INDUS010,Telangana,4,,,,32669.91,4,4,0.33,8167.0
LOTTERY,RESOLVED,HDFC002,Rajasthan,2,65.0,49.0,81.0,8656.3,2,2,0.09,4328.0
LEGITIMATE,RESOLVED,INDUS010,Uttar Pradesh,2,61.5,58.0,65.0,7939.53,2,2,0.08,3970.0
INVESTMENT,OPEN,HDFC002,Bihar,1,,,,6671.1,1,1,0.07,6671.0
JOB,ESCALATED,UNION009,Maharashtra,3,,,,12285.470000000001,3,3,0.12,4095.0
LEGITIMATE,ESCALATED,UNION009,Uttar Pradesh,1,,,,839.89,1,1,0.01,840.0
IMPERSONATION,OPEN,KOTAK005,Tamil Nadu,1,,,,7961.04,1,1,0.08,7961.0
LEGITIMATE,RESOLVED,AXIS004,Maharashtra,2,74.0,74.0,74.0,1762.5100000000002,2,2,0.02,881.0
KYC,ESCALATED,AXIS004,Gujarat,1,,,,1100.0,1,1,0.01,1100.0
TECH_SUPPORT,OPEN,BOB007,Tamil Nadu,2,,,,4510.0,2,2,0.05,2255.0
IMPERSONATION,ESCALATED,PNB006,Maharashtra,1,,,,6516.49,1,1,0.07,6516.0
TECH_SUPPORT,ESCALATED,INDUS010,Punjab,1,,,,5200.0,1,1,0.05,5200.0
EMERGENCY,ESCALATED,INDUS010,Karnataka,1,,,,4200.0,1,1,0.04,4200.0
LOTTERY,ESCALATED,SBI001,Uttar Pradesh,2,,,,9686.869999999999,2,2,0.1,4843.0
KYC,OPEN,BOB007,Goa,1,,,,2500.0,1,1,0.03,2500.0
LOTTERY,ESCALATED,UNION009,Uttar Pradesh,2,,,,28300.0,2,2,0.28,14150.0
TECH_SUPPORT,RESOLVED,HDFC002,Maharashtra,5,58.4,20.0,88.0,14700.0,5,5,0.15,2940.0
LEGITIMATE,RESOLVED,ICICI003,Maharashtra,2,60.0,51.0,69.0,404.99,2,2,0.0,202.0
TECH_SUPPORT,OPEN,UNION009,Tamil Nadu,1,,,,3949.93,1,1,0.04,3950.0
KYC,ESCALATED,SBI001,Uttar Pradesh,2,,,,3300.0,2,2,0.03,1650.0
LOTTERY,ESCALATED,UNION009,Maharashtra,3,,,,10119.16,3,3,0.1,3373.0
LOTTERY,RESOLVED,UNION009,Tamil Nadu,1,55.0,55.0,55.0,7300.0,1,1,0.07,7300.0
KYC,OPEN,PNB006,Assam,1,,,,3409.07,1,1,0.03,3409.0
JOB,OPEN,KOTAK005,Tamil Nadu,1,,,,1500.0,1,1,0.02,1500.0
EMERGENCY,OPEN,PNB006,Gujarat,1,,,,11028.53,1,1,0.11,11029.0
KYC,RESOLVED,UNION009,Manipur,1,77.0,77.0,77.0,1872.0,1,1,0.02,1872.0
JOB,RESOLVED,HDFC002,Mizoram,1,20.0,20.0,20.0,5003.34,1,1,0.05,5003.0
TECH_SUPPORT,RESOLVED,KOTAK005,Jharkhand,1,14.0,14.0,14.0,1400.0,1,1,0.01,1400.0
LOTTERY,OPEN,INDUS010,Haryana,1,,,,4100.0,1,1,0.04,4100.0
JOB,ESCALATED,PNB006,Telangana,1,,,,4400.0,1,1,0.04,4400.0
KYC,ESCALATED,ICICI003,Rajasthan,1,,,,5000.0,1,1,0.05,5000.0
IMPERSONATION,OPEN,ICICI003,Tamil Nadu,1,,,,2200.0,1,1,0.02,2200.0
KYC,RESOLVED,HDFC002,Delhi,1,55.0,55.0,55.0,932.28,1,1,0.01,932.0
LEGITIMATE,RESOLVED,AXIS004,Chhattisgarh,1,39.0,39.0,39.0,11363.57,1,1,0.11,11364.0
JOB,RESOLVED,PNB006,Kerala,1,37.0,37.0,37.0,2461.44,1,1,0.02,2461.0
JOB,OPEN,INDUS010,Punjab,1,,,,1500.0,1,1,0.02,1500.0
INVESTMENT,RESOLVED,UNION009,Karnataka,1,35.0,35.0,35.0,12952.58,1,1,0.13,12953.0
INVESTMENT,OPEN,UNION009,Telangana,2,,,,115100.0,2,2,1.15,57550.0
LEGITIMATE,ESCALATED,SBI001,Kerala,1,,,,1117.91,1,1,0.01,1118.0
LOTTERY,OPEN,UNION009,Nagaland,1,,,,15587.59,1,1,0.16,15588.0
IMPERSONATION,RESOLVED,KOTAK005,Uttar Pradesh,1,23.0,23.0,23.0,10700.0,1,1,0.11,10700.0
KYC,ESCALATED,UNION009,Goa,1,,,,2200.0,1,1,0.02,2200.0
TECH_SUPPORT,RESOLVED,BOB007,Chhattisgarh,1,27.0,27.0,27.0,4208.62,1,1,0.04,4209.0
TECH_SUPPORT,OPEN,INDUS010,Uttarakhand,1,,,,4815.01,1,1,0.05,4815.0
JOB,RESOLVED,BOB007,Jharkhand,1,57.0,57.0,57.0,4076.14,1,1,0.04,4076.0
LOTTERY,ESCALATED,UNION009,Delhi,1,,,,6718.16,1,1,0.07,6718.0
LOTTERY,OPEN,KOTAK005,Jharkhand,1,,,,3500.0,1,1,0.04,3500.0
EMERGENCY,RESOLVED,CANARA008,Jharkhand,1,55.0,55.0,55.0,5500.0,1,1,0.06,5500.0
IMPERSONATION,OPEN,ICICI003,Karnataka,3,,,,21630.9,3,3,0.22,7210.0
LEGITIMATE,RESOLVED,SBI001,Maharashtra,1,16.0,16.0,16.0,1429.5,1,1,0.01,1430.0
KYC,OPEN,BOB007,Rajasthan,2,,,,2659.51,2,2,0.03,1330.0
INVESTMENT,RESOLVED,ICICI003,Uttar Pradesh,1,73.0,73.0,73.0,8744.98,1,1,0.09,8745.0
KYC,OPEN,ICICI003,West Bengal,8,,,,17153.230000000003,8,8,0.17,2144.0
LOTTERY,ESCALATED,KOTAK005,Karnataka,3,,,,19973.65,3,3,0.2,6658.0
EMERGENCY,ESCALATED,INDUS010,Maharashtra,2,,,,62239.270000000004,2,2,0.62,31120.0
IMPERSONATION,RESOLVED,BOB007,West Bengal,3,53.333333333333336,17.0,80.0,36661.14,3,3,0.37,12220.0
IMPERSONATION,ESCALATED,KOTAK005,Uttarakhand,1,,,,5061.52,1,1,0.05,5062.0
TECH_SUPPORT,ESCALATED,BOB007,Telangana,1,,,,10000.0,1,1,0.1,10000.0
TECH_SUPPORT,ESCALATED,CANARA008,Mizoram,1,,,,2100.0,1,1,0.02,2100.0
LOTTERY,OPEN,HDFC002,Tripura,1,,,,9468.96,1,1,0.09,9469.0
LEGITIMATE,ESCALATED,AXIS004,Punjab,2,,,,2549.6099999999997,2,2,0.03,1275.0
KYC,OPEN,CANARA008,Punjab,1,,,,2800.0,1,1,0.03,2800.0
TECH_SUPPORT,OPEN,HDFC002,Tamil Nadu,1,,,,4256.09,1,1,0.04,4256.0
KYC,OPEN,BOB007,Tamil Nadu,6,,,,6980.860000000001,6,6,0.07,1163.0
LEGITIMATE,ESCALATED,AXIS004,Rajasthan,1,,,,266.58,1,1,0.0,267.0
LOTTERY,RESOLVED,SBI001,Gujarat,1,48.0,48.0,48.0,1343.65,1,1,0.01,1344.0
TECH_SUPPORT,OPEN,HDFC002,Madhya Pradesh,3,,,,8962.03,3,3,0.09,2987.0
KYC,RESOLVED,PNB006,Maharashtra,9,40.0,4.0,87.0,15274.130000000001,9,9,0.15,1697.0
KYC,RESOLVED,AXIS004,Uttar Pradesh,3,51.0,27.0,72.0,4135.96,3,3,0.04,1379.0
IMPERSONATION,RESOLVED,BOB007,Himachal Pradesh,1,9.0,9.0,9.0,5500.0,1,1,0.06,5500.0
LEGITIMATE,OPEN,AXIS004,West Bengal,4,,,,4870.5599999999995,4,4,0.05,1218.0
IMPERSONATION,RESOLVED,CANARA008,Punjab,1,45.0,45.0,45.0,2000.0,1,1,0.02,2000.0
LOTTERY,OPEN,SBI001,Karnataka,4,,,,26751.83,4,4,0.27,6688.0
JOB,RESOLVED,CANARA008,Gujarat,1,19.0,19.0,19.0,4429.5,1,1,0.04,4430.0
EMERGENCY,OPEN,AXIS004,Uttar Pradesh,1,,,,38428.57,1,1,0.38,38429.0
IMPERSONATION,RESOLVED,PNB006,Madhya Pradesh,1,36.0,36.0,36.0,13977.5,1,1,0.14,13978.0
LOTTERY,RESOLVED,AXIS004,Haryana,1,73.0,73.0,73.0,2289.14,1,1,0.02,2289.0
LEGITIMATE,RESOLVED,INDUS010,Andhra Pradesh,1,44.0,44.0,44.0,803.58,1,1,0.01,804.0
LOTTERY,OPEN,PNB006,Telangana,4,,,,11851.53,4,4,0.12,2963.0
LOTTERY,OPEN,KOTAK005,Gujarat,4,,,,21459.96,4,4,0.21,5365.0
KYC,RESOLVED,KOTAK005,Uttar Pradesh,2,48.5,45.0,52.0,4394.37,2,2,0.04,2197.0
LOTTERY,OPEN,KOTAK005,Karnataka,7,,,,37023.86,7,7,0.37,5289.0
